episode_variant,capture_kind,model,episode_ordinal,gap_at_risk,gap_stop_events,gap_censored,gap_stop_hazard,episodes_started,capture_events,inepisode_stop_events,inepisode_censored,capture_hazard_given_episode,capture_cif_after_episode,stop_cif_after_episode,event_free_survival
lineage,primary,M0,1,8848,2362,2,0.26695298372513565,6484,84,298,0,0.012954966070326958,0.00949659922379528,0.3006433000190761,0.6898601007571287
lineage,primary,M0,2,6102,1300,0,0.21304490331039003,4802,52,308,0,0.010828821324448146,0.015375446362335217,0.48243534230315716,0.5021892113345077
lineage,primary,M0,3,4442,716,0,0.16118865375956776,3726,42,280,0,0.011272141706924315,0.02012374597423286,0.5950378759567297,0.3848383780690374
lineage,primary,M0,4,3404,420,0,0.12338425381903642,2984,47,266,0,0.015750670241286863,0.025437319349451648,0.6725934362843913,0.3019692443661572
lineage,primary,M0,5,2671,289,1,0.10819917633845001,2381,34,233,0,0.014279714405711887,0.029282795329615707,0.7316190804919486,0.23909812417843593
lineage,primary,M0,6,2114,210,0,0.09933774834437085,1904,30,200,0,0.015756302521008403,0.032675862370936934,0.7779909967233387,0.18933314090572456
lineage,primary,M0,7,1674,122,0,0.07287933094384708,1552,18,156,0,0.011597938144329897,0.03471170259572967,0.8094334179729155,0.1558548794313551
lineage,primary,M0,8,1378,115,0,0.08345428156748912,1263,24,115,0,0.019002375296912115,0.03742615622878665,0.8354469319563782,0.12712691181483537
lineage,primary,M0,9,1124,81,0,0.07206405693950178,1043,12,145,0,0.011505273250239693,0.038783383045315145,0.8610080370009981,0.10020857995368695
lineage,primary,M0,10,886,59,0,0.06659142212189616,827,11,107,0,0.013301088270858524,0.040027507627132926,0.8797830079629756,0.08018948440989171
lineage,primary,M0,11,709,36,0,0.05077574047954866,673,5,75,0,0.007429420505200594,0.04059301880068646,0.8923373560158642,0.06706962518344962
lineage,primary,M0,12,593,38,0,0.06408094435075885,555,4,69,0,0.007207207207207207,0.041045427739529294,0.9044392951299098,0.054515277130561084
lineage,primary,M0,13,482,22,0,0.04564315352697095,460,5,55,0,0.010869565217391304,0.04161093891308283,0.9131481672026343,0.045240893884283054
lineage,primary,M0,14,400,15,0,0.0375,385,7,38,0,0.01818181818181818,0.04240265455605779,0.9191425856423017,0.0384547598016406
lineage,primary,M0,15,340,14,0,0.041176470588235294,326,3,46,0,0.009202453987730062,0.04274196126018991,0.9259287197249442,0.03132931901486602
lineage,primary,M0,16,277,12,0,0.04332129963898917,265,2,36,0,0.007547169811320755,0.042968165729611325,0.9313576269910582,0.02567420727933064
lineage,primary,M0,17,227,6,0,0.02643171806167401,221,4,34,0,0.01809954751131222,0.04342057466845416,0.9358817163794865,0.0206977089520595
lineage,primary,M0,18,183,11,0,0.060109289617486336,172,0,23,0,0.0,0.04342057466845416,0.9397271923596505,0.016852232971895437
lineage,primary,M0,19,149,4,0,0.026845637583892617,145,3,16,0,0.020689655172413793,0.04375988137258628,0.9419892370538646,0.014250881573549161
lineage,primary,M0,20,126,5,0,0.03968253968253968,121,0,25,0,0.0,0.04375988137258628,0.9453823040951859,0.010857814532227934
lineage,primary,M0,21,96,5,0,0.052083333333333336,91,0,8,0,0.0,0.04375988137258628,0.9468526331464251,0.009387485480988734
lineage,primary,M0,22,83,6,0,0.07228915662650602,77,0,8,0,0.0,0.04375988137258628,0.948436064432375,0.0078040541950388275
lineage,primary,M0,23,69,4,0,0.057971014492753624,65,1,4,0,0.015384615384615385,0.04387298360729699,0.9493408823100606,0.006786134082642458
lineage,primary,M0,24,60,4,0,0.06666666666666667,56,0,6,0,0.0,0.04387298360729699,0.9504719046571677,0.005655111735535383
lineage,primary,M0,25,50,1,0,0.02,49,0,9,0,0.0,0.04387298360729699,0.9516029270042747,0.004524089388428306
lineage,primary,M0,26,40,2,0,0.05,38,0,5,0,0.0,0.04387298360729699,0.9523946426472497,0.0037323737454533525
lineage,primary,M0,27,33,0,0,0.0,33,0,6,0,0.0,0.04387298360729699,0.953073256055514,0.0030537603371891065
lineage,primary,M0,28,27,0,0,0.0,27,0,6,0,0.0,0.04387298360729699,0.9537518694637782,0.0023751469289248605
lineage,primary,M0,29,21,1,0,0.047619047619047616,20,0,3,0,0.0,0.04387298360729699,0.954204278402621,0.0019227379900820297
lineage,primary,M0,30,17,0,0,0.0,17,1,6,0,0.058823529411764705,0.043986085842007694,0.9548828918108853,0.0011310223471070761
lineage,primary,M0,31,10,0,0,0.0,10,0,2,0,0.0,0.043986085842007694,0.9551090962803067,0.000904817877685661
lineage,primary,M0,32,8,0,0,0.0,8,0,2,0,0.0,0.043986085842007694,0.9553353007497282,0.0006786134082642458
lineage,primary,M0,33,6,0,0,0.0,6,0,0,0,0.0,0.043986085842007694,0.9553353007497282,0.0006786134082642458
lineage,primary,M0,34,6,0,0,0.0,6,0,0,0,0.0,0.043986085842007694,0.9553353007497282,0.0006786134082642458
lineage,primary,M0,35,6,0,0,0.0,6,0,1,0,0.0,0.043986085842007694,0.9554484029844389,0.0005655111735535382
lineage,primary,M0,36,5,0,0,0.0,5,0,1,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,37,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,38,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,39,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,40,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,41,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,42,4,0,0,0.0,4,0,0,0,0.0,0.043986085842007694,0.9555615052191496,0.0004524089388428306
lineage,primary,M0,43,4,0,0,0.0,4,0,1,0,0.0,0.043986085842007694,0.9556746074538603,0.00033930670413212294
lineage,primary,M0,44,3,0,0,0.0,3,0,1,0,0.0,0.043986085842007694,0.9557877096885711,0.00022620446942141532
lineage,primary,M0,45,2,0,0,0.0,2,0,1,0,0.0,0.043986085842007694,0.9559008119232818,0.00011310223471070766
lineage,primary,M0,46,1,0,0,0.0,1,0,0,0,0.0,0.043986085842007694,0.9559008119232818,0.00011310223471070766
lineage,primary,M0,47,1,0,0,0.0,1,0,1,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,48,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,49,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,50,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,51,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,52,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,53,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,54,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,55,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,56,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,57,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,58,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,59,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,60,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,61,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,62,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,63,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,64,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,65,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,66,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,67,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,68,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,69,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,70,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,71,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,72,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,73,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,74,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,75,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,76,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,77,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,78,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,79,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,80,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,81,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,82,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,83,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,84,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,85,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,86,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,87,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,88,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,89,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,90,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,91,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,92,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,93,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,94,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,95,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,96,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,97,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,98,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,99,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,100,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,101,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,102,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,103,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,104,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,105,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,106,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,107,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,108,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,109,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,110,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,111,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,112,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,113,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,114,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,115,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,116,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,117,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,118,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,119,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,120,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
lineage,primary,M0,121,0,0,0,0.0,0,0,0,0,0.0,0.043986085842007694,0.9560139141579925,0.0
