tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:0,1,24,0,0,0,3,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:1,1,11,0,0,0,14,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:2,1,14,0,0,0,4,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:3,1,472,0,0,0,18,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:4,1,302,0,0,0,10,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:5,1,359,0,0,0,19,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:1:6,1,417,0,0,0,3,88
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:0,2,294,0,0,0,12,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:1,2,308,0,0,0,13,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:2,2,125,0,0,0,5,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:3,2,370,0,0,0,3,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:4,2,6,0,0,0,15,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:5,2,285,0,0,0,17,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:6,2,230,0,0,0,19,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:2:7,2,284,0,0,0,10,93
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:0,4,354,0,0,0,4,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:1,4,427,0,0,0,9,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:2,4,502,0,0,0,7,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:3,4,469,0,0,0,3,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:4,4,386,0,0,0,7,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:5,4,486,0,0,0,4,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:6,4,487,0,0,0,9,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:4:7,4,379,0,0,0,5,46
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:5:0,5,22,0,0,0,46,94
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:5:1,5,239,0,0,0,44,94
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:5:2,5,482,0,0,0,17,94
qwen3-4b-keep4-s123,qwen3-4b-keep4-s123:5:3,5,370,0,0,0,24,94
