tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:2:0,2,320,0,0,0,14,93
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:2:3,2,332,1,0,0,9,93
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:2:4,2,5,0,0,0,12,93
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:2:6,2,4,0,0,0,9,93
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:4:6,4,478,0,0,0,7,46
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:5:2,5,478,0,0,0,9,94
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:5:5,5,19,0,0,0,12,94
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:8:2,8,31,0,0,0,2,16
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:20:0,20,0,0,0,0,14,90
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:21:6,21,265,0,0,0,13,71
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:23:6,23,422,0,0,0,7,74
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:26:6,26,133,0,0,0,25,60
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:35:4,35,118,0,0,0,20,59
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:35:5,35,8,0,0,0,14,59
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:35:6,35,19,0,0,0,22,59
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:35:7,35,474,0,0,0,10,59
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:42:0,42,7,0,0,0,12,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:45:0,45,363,0,0,0,15,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:45:3,45,2,0,0,0,14,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:48:0,48,7,0,0,0,9,80
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:48:3,48,16,0,0,0,11,80
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:48:6,48,12,0,0,0,14,80
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:49:0,49,2,0,0,0,22,51
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:51:4,51,30,0,0,0,33,120
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:51:7,51,47,0,0,0,28,120
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:52:7,52,11,0,0,0,12,26
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:58:2,58,0,0,0,0,12,49
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:58:4,58,2,0,0,0,13,49
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:60:3,60,0,0,0,0,8,95
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:63:0,63,26,0,0,0,12,45
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:64:3,64,7,0,0,0,7,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:64:5,64,0,0,0,0,3,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:64:6,64,0,0,0,0,14,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:67:4,67,510,0,0,0,3,78
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:67:5,67,525,0,0,0,3,78
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:67:7,67,5,0,0,0,5,78
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:69:7,69,2,0,0,0,20,62
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:74:7,74,381,0,0,0,6,45
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:75:5,75,0,0,0,0,7,59
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:76:2,76,31,0,0,0,1,39
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:76:4,76,348,0,0,0,4,39
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:77:3,77,280,0,0,0,11,55
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:77:6,77,5,0,0,0,10,55
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:78:4,78,1,0,0,0,28,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:86:0,86,0,0,0,0,21,45
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:90:1,90,8,0,0,0,20,43
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:93:6,93,5,0,0,0,19,47
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:94:4,94,478,0,0,0,9,55
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:96:3,96,2,0,0,0,17,40
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:112:6,112,19,0,0,0,18,36
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:113:1,113,276,0,0,0,5,9
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:117:0,117,20,0,0,0,5,41
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:117:4,117,2,0,0,0,8,41
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:123:0,123,267,0,0,0,15,112
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:123:2,123,4,0,0,0,29,112
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:123:3,123,257,0,0,0,17,112
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:123:6,123,2,0,0,0,21,112
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:123:7,123,15,0,0,0,23,112
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:127:7,127,1,0,0,0,41,93
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:132:1,132,6,0,0,0,9,53
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:132:3,132,18,0,0,0,6,53
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:132:5,132,3,0,0,0,9,53
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:134:3,134,362,0,0,0,24,64
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:134:5,134,303,0,0,0,18,64
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:144:3,144,38,0,0,0,24,41
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:147:0,147,2,0,0,0,32,47
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:151:1,151,17,0,0,0,21,35
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:154:4,154,7,0,0,0,6,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:154:6,154,423,0,0,0,5,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:154:7,154,45,0,0,0,4,77
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:155:0,155,0,0,0,0,24,73
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:160:2,160,2,0,0,0,6,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:161:6,161,27,0,0,0,16,51
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:163:6,163,8,0,0,0,14,97
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:177:5,177,16,0,0,0,14,34
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:179:3,179,19,0,0,0,6,53
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:188:1,188,542,0,0,0,14,44
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:196:6,196,3,0,0,0,14,41
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:207:5,207,6,0,0,0,6,65
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:207:6,207,1,0,0,0,10,65
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:216:2,216,30,0,0,0,9,70
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:219:1,219,27,0,0,0,1,31
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:221:0,221,8,0,0,0,2,39
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:238:0,238,0,0,0,0,3,42
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:238:1,238,1,0,0,0,13,42
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:238:3,238,0,0,0,0,15,42
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:238:4,238,32,0,0,0,7,42
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:252:6,252,0,0,0,0,16,74
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:253:5,253,71,0,0,0,11,44
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:264:1,264,13,0,0,0,9,49
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:264:4,264,3,0,0,0,8,49
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:268:3,268,10,0,0,0,7,22
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:277:4,277,1,0,0,0,5,65
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:291:2,291,22,0,0,0,8,44
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:298:0,298,44,0,0,0,34,79
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:298:3,298,285,0,0,0,38,79
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:298:6,298,220,0,0,0,23,79
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:298:7,298,265,0,0,0,22,79
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:303:3,303,0,0,0,0,5,36
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:310:3,310,16,0,0,0,18,48
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:313:4,313,6,5,0,0,14,28
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:321:2,321,600,0,0,0,7,43
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:323:7,323,16,0,0,0,3,22
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:325:1,325,46,0,0,0,2,30
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:325:3,325,15,0,0,0,4,30
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:325:6,325,0,0,0,0,4,30
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:328:2,328,13,0,0,0,3,34
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:340:5,340,5,0,0,0,8,36
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:353:6,353,8,5,0,1,13,26
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:355:6,355,496,0,0,0,11,56
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:356:6,356,0,0,0,0,13,58
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:363:7,363,0,0,0,0,19,73
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:368:0,368,12,0,0,0,1,30
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:374:0,374,2,0,0,0,6,21
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:377:6,377,29,0,0,0,23,70
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:384:3,384,0,0,0,0,12,48
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:384:6,384,8,0,0,0,6,48
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:391:1,391,35,19,0,4,11,61
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:391:2,391,8,0,0,0,3,61
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:391:4,391,1,0,0,0,8,61
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:409:7,409,0,0,0,0,6,41
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:424:6,424,6,0,0,0,14,83
qwen3-4b-cleanv2-s123,qwen3-4b-cleanv2-s123:425:4,425,0,0,0,0,8,40
